,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
42,1392332,Modern Eco-Friendly View Retreat,2315558,Holly,Queen Anne,47.63868624334983,-122.37079986877468,Entire home/apt,$350.00,2,41,2015-07-31,308
43,7308567,Beautiful 1 Bedrm in Queen Anne,17597607,Nicole,Queen Anne,47.63365004372054,-122.36044969320193,Entire home/apt,$150.00,2,18,2015-12-31,339
44,6575380,One bedroom with Lounge,34392395,Sam,Queen Anne,47.63430017546052,-122.35705980444612,Private room,$150.00,1,9,2015-09-20,285
45,6004058,LOWER QUEEN ANNE STUDIO W/PATIO,9031463,Marina,Queen Anne,47.628343869748115,-122.36640542137962,Entire home/apt,$100.00,1,20,2016-01-02,87
46,9550869,Queen Anne Craftsman,12867960,Maureen,Queen Anne,47.63539394059413,-122.36899114110727,Entire home/apt,$349.00,1,0,,354
47,8515408,Queen Anne Hill Craftsman studio,3502513,Jennifer,Queen Anne,47.63803515893716,-122.36091010563622,Entire home/apt,$110.00,2,3,2015-12-31,89
48,5383192,Craftsman House Near Everything,27606550,Christine,Queen Anne,47.63933158548954,-122.36159942269484,Entire home/apt,$160.00,2,1,2015-06-29,295
49,1112092,Seattle Backyard Cottage-Queen Anne,5856339,Annie,Queen Anne,47.63530805145543,-122.366531709012,Entire home/apt,$130.00,3,26,2015-12-29,89
50,7772661,:: Carriage House :: Queen Anne ::,40885963,Michael,Queen Anne,47.637374884138524,-122.36941092468905,Entire home/apt,$99.00,1,2,2015-12-21,142
51,9254900,STUDIO APARTMENT WITH A VIEW,27128936,Anisa,,47.638297567073266,-122.37377871072084,Entire home/apt,$100.00,1,0,,29
52,7714294,Top Floor Apt. W/ Spectacular View!,3521823,Elise,Queen Anne,47.63175343884966,-122.37127173011557,Entire home/apt,$137.00,2,3,2015-09-03,303
53,10310373,"Cozy, cute, Queen Anne living",53050379,Ana,Queen Anne,47.63858056073184,-122.3753257408229,Private room,$20.00,1,0,,351
54,9368342,"Beautiful, Modern Townhouse",1039322,Manomi,Queen Anne,47.63788372174487,-122.36737109377769,Entire home/apt,$150.00,4,0,,212
55,6361863,Located in the heart of Queen Anne,25150356,Kurt & Anna,Queen Anne,47.637517345449275,-122.36081167446434,Entire home/apt,$145.00,2,44,2016-01-01,331
56,8105221,Cozy room in Modern Queen Anne Home,15155647,Shiri,Queen Anne,47.636874178021394,-122.37227171191186,Private room,$80.00,1,10,2015-11-29,364
57,3269390,Stand alone Guest Cottage,12171359,Diane,Queen Anne,47.632562742655686,-122.36722284674143,Entire home/apt,$95.00,3,77,2015-12-28,321
58,4566393,Beautiful West Queen Anne Craftsman,23669617,Irmela,Queen Anne,47.63532192210432,-122.36612114800724,Entire home/apt,$400.00,2,0,,365
59,9282409,Bright & Airy room w/ $1M views,560743,Zachary,Queen Anne,47.63263390932941,-122.36931844777416,Private room,$85.00,2,2,2015-12-12,247
60,8095168,Private room in upper QA w/ view!,3521823,Elise,Queen Anne,47.63260003819553,-122.3699524341257,Private room,$70.00,1,1,2015-09-08,103
61,2746782,Suite Garage on Queen Anne,4016632,Jean-Marc,Queen Anne,47.64105215050513,-122.37508173306395,Entire home/apt,$90.00,2,109,2015-12-29,103
62,6424982,Peaceful Queen Anne Getaway,33524725,Ruth,Queen Anne,47.63140094589966,-122.3676901333062,Private room,$80.00,1,52,2016-01-02,345
63,762029,Hand crafted Gypsy Wagon with heart,4016632,Jean-Marc,Queen Anne,47.64152492560981,-122.3761503724508,Private room,$60.00,2,191,2016-01-01,102
64,8988281,Cozy 2 BR/1 BA Queen Anne Home,46954097,Nell & Andreas,Queen Anne,47.635310702971786,-122.36350557505072,Entire home/apt,$175.00,1,0,,48
65,7077910,"Modern Townhouse, Heart of Ballard!",2843411,Dina,,47.669327174719676,-122.39259356469371,Entire home/apt,$170.00,4,9,2015-11-29,27
66,3772674,Cozy Ballard Apartment,18232665,Kim,Ballard,47.674074155575425,-122.39386405032921,Entire home/apt,$85.00,3,65,2015-12-14,347
67,7021906,Plum Modern - 5 bdrm Tranquility,28770702,Mercy,Ballard,47.673628072627935,-122.38930195133072,Entire home/apt,$465.00,3,5,2015-12-16,175
68,7618605,1BR-Ultra Hip Ballard-Walk to Bars!,5326074,Mckinzy,Ballard,47.6684599605579,-122.37951599522181,Entire home/apt,$175.00,1,5,2015-12-01,94
69,10234558,Cozy BR in heart of lively Ballard,31887689,Sophia,,47.6706623229397,-122.37866592236747,Private room,$50.00,1,0,,355
70,7021702,"Modern, Cozy 1 Bedroom Apartment",36805437,Brooke,Ballard,47.67264618041156,-122.38933302722641,Private room,$60.00,1,0,,166
71,7680439,Urban cottage in heart of Ballard,1612983,Andrea,Ballard,47.673175384097654,-122.38225959936204,Private room,$59.00,1,16,2015-12-20,360
72,4258515,**Be in the MIDDLE OF EVERYTHING!*,841009,Lauren,Ballard,47.667933001366045,-122.3786524676208,Private room,$47.00,1,23,2015-10-08,89
73,1148517,Cute Cottage in Sunny Ballard,6296335,Fleur,Ballard,47.67296864487422,-122.39733818247204,Entire home/apt,$145.00,2,45,2015-09-21,88
74,2487892,Two blocks from downtown Ballard,1343908,Martin,Ballard,47.66862741947888,-122.38949592536791,Private room,$70.00,1,75,2015-12-20,343
75,3038772,"Cozy Private Room, Bath and Patio",15473800,Lisa,Ballard,47.67011138347178,-122.39386928567663,Private room,$55.00,2,86,2016-01-01,348
76,699460,Ballard Artist's Studio,3587674,Patti And Benson,Ballard,47.671690500882136,-122.38523906517405,Private room,$95.00,2,151,2015-12-18,327
77,4085439,Historic Ballard House,21066328,Debra,Ballard,47.670836178320855,-122.39253711071063,Private room,$125.00,1,6,2015-05-29,345
78,8053990,Nautical Bedroom in Modern House,23228606,Elin,Ballard,47.670886774459845,-122.39302934993714,Private room,$65.00,1,16,2015-12-13,354
79,7011773,Pull out couch in garage,23228606,Elin,Ballard,47.67011497066786,-122.39299444305759,Private room,$25.00,1,0,,55
80,2467550,Tiny Ballard House Near Transit,811494,Alexis,Ballard,47.67430793211146,-122.37674229798985,Entire home/apt,$40.00,5,0,,48
81,2686374,Bunkhouse Topbunk/Airstream Retreat,2231298,Chris,Ballard,47.67125039125342,-122.38263911755712,Entire home/apt,$149.00,1,165,2016-01-02,354
82,1956274,Sweet Ballard Apartment for Two,7466082,Vera,Ballard,47.66869205752911,-122.39608935555252,Entire home/apt,$125.00,3,48,2015-12-01,354
83,8537192,Charming Old Ballard Bungalow (2/2),43954674,Brian,Ballard,47.67180552427677,-122.38804711763315,Private room,$55.00,1,0,,247
84,5919096,Ballard Victorian 900 sq ft apt,53050,Bob,Ballard,47.67141840265096,-122.38538535838535,Entire home/apt,$129.00,5,2,2015-06-01,215
85,6516529,"One-bedroom Apartment, Ballard",3781927,Katharine,Ballard,47.668748954908544,-122.38386997628157,Entire home/apt,$100.00,1,0,,199
86,3294243,Beautiful Ballard condo with view!,4970133,Paula,Ballard,47.67268172430127,-122.38773072437924,Entire home/apt,$150.00,2,27,2015-10-14,258
87,10210971,Bedroom & private bath in Ballard,24709547,Daniel,,47.66968184535222,-122.3909884706122,Private room,$50.00,1,0,,363
88,3584790,2 Bedrm Apt in the heart of Ballard,2882219,John And Alicia,Ballard,47.675044037520806,-122.38271491715572,Entire home/apt,$99.00,5,0,,2
89,1266459,Pretty Condo in Downtown Ballard,2317654,Dahlia,Ballard,47.66797916893154,-122.38210544982788,Entire home/apt,$150.00,2,9,2015-07-17,335
90,9098059,Loft bedroom & art studio,43954674,Brian,Ballard,47.67324984968531,-122.38733165189251,Entire home/apt,$105.00,2,0,,17
91,408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,47.67553326838632,-122.376324014078,Entire home/apt,$218.00,14,0,,365
92,4118282,"Private, clean, spacious Townhome",19071753,Julien,Ballard,47.67570811427606,-122.38755942597574,Entire home/apt,$80.00,1,88,2016-01-02,80
93,6813483,Victorian Charm in Heart of Ballard,35674639,Beverly,Ballard,47.67477102702812,-122.38583049183895,Entire home/apt,$126.00,2,10,2015-12-26,275
94,6590264,Modern Ballard Apt 4 Tech Travlers,24500821,Tim,Ballard,47.66987431918954,-122.3877174441698,Entire home/apt,$115.00,1,5,2015-11-13,56
95,2650482,Modern family home in Old Ballard,205007,Martin And Taryn,Ballard,47.6709757635429,-122.38782530429948,Entire home/apt,$225.00,2,10,2015-08-07,365
96,20927,Cottage in the Heart of Ballard,79450,Brad & Liz,Ballard,47.673339388294714,-122.39512028203795,Entire home/apt,$89.00,2,244,2015-12-26,341
97,4395578,Ballard Townhome - Pet Friendly!,430709,Sea To Sky Rentals,Ballard,47.67100488663872,-122.38138141804373,Entire home/apt,$225.00,3,1,2015-03-29,331
98,4995903,Ballard Cottage with Loft,13535511,Megan,Ballard,47.671703530555526,-122.37633810114096,Entire home/apt,$50.00,1,0,,60
99,5549211,Plum Apartment,28770702,Mercy,Ballard,47.671759971918824,-122.39002012190964,Entire home/apt,$134.00,3,40,2016-01-03,295
100,8240758,Spacious Ballard Apt: Walk to All!,15785670,Emily,Ballard,47.674818672473364,-122.38752123193476,Entire home/apt,$75.00,3,2,2015-10-04,94
101,6856295,Pvt. Entrance Bedroom&Bath-Ballard,34872403,Pallavi,Ballard,47.67300400680333,-122.38500476109115,Private room,$65.00,1,46,2016-01-01,364
102,6881188,Ballard Townhouse Near The Locks,33225983,Jean,Ballard,47.670394534161645,-122.39389700139685,Entire home/apt,$375.00,1,23,2015-12-30,363
103,1579615,"Ballard, Seattle Cozy Studio Apt.",8403307,Mario,Ballard,47.67582151758453,-122.38971013062893,Entire home/apt,$97.00,2,44,2015-12-21,340
104,3766866,Condo in Hip Ballard WALK,19296907,J.Lynn,Ballard,47.672284462169024,-122.38231353831995,Entire home/apt,$145.00,2,14,2015-12-31,88
105,2406966,Renovated 2 bedroom in old Ballard,53050,Bob,Ballard,47.6722723724429,-122.3841322128415,Entire home/apt,$129.00,5,12,2015-10-29,313
106,4872699,Large Home in Historical Ballard,25066447,Karen,Ballard,47.675750244739426,-122.37657992996256,Entire home/apt,$197.00,4,1,2015-02-02,364
107,5470629, Ballard Garden Apartment,28375755,Barbara,Ballard,47.672602124987385,-122.38844149131731,Entire home/apt,$120.00,2,25,2015-12-20,234
108,2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,47.666766783670425,-122.3812426518729,Entire home/apt,$200.00,2,35,2015-11-02,88
109,9015088,Spacious condo with gorgeous views,29133654,Muna,Ballard,47.67550084177057,-122.38890631386722,Entire home/apt,$135.00,1,5,2016-01-02,266
110,3979496,Large bright room & TV in Seattle,4807375,Jayne,,47.675757643265115,-122.37879830487678,Private room,$70.00,1,31,2015-11-07,365
111,7501919,Apartment in Downtown Ballard,36085516,Jennifer,Ballard,47.66780058682701,-122.38830016297266,Entire home/apt,$150.00,2,7,2015-10-11,357
112,4732995,Urban Oasis in the Heart of Ballard,19533935,Stephanie,Ballard,47.66937129009435,-122.37628776467493,Entire home/apt,$200.00,2,4,2015-12-20,89
113,7134759,Master in Modern Townhouse,23228606,Elin,Ballard,47.66896087580327,-122.39387694463308,Private room,$60.00,1,16,2015-12-19,47
114,4532538,Classic old Ballard home,23489864,Daniel,Ballard,47.67168770578296,-122.39255858918351,Entire home/apt,$180.00,5,1,2016-01-01,365
115,7534398,Private bedroom in heart of Ballard,39472587,Kelly,Ballard,47.67180998159056,-122.38343718053751,Private room,$69.00,1,8,2015-12-21,114
116,9387189,Party Central Studio on Ballard Ave,1539790,Alianna,Ballard,47.66502232989992,-122.38279676983008,Entire home/apt,$90.00,1,1,2015-12-05,112
117,6337492,Nice 1 bedroom apartment in Ballard,32998581,Katelynn,,47.66898920822731,-122.39514528093302,Entire home/apt,$80.00,1,5,2015-10-10,149
118,10231701,Private room & bath- Ballard,52580911,Karen,Ballard,47.66935430313959,-122.39034762933292,Private room,$65.00,1,0,,176
119,1609922,Cute Cozy Townhome in Old Ballard,3494510,Katie,Ballard,47.67166567877917,-122.3779123263432,Entire home/apt,$150.00,4,26,2015-11-29,16
120,4236723,Ballard Bunkhouse - Bottom Bunk,2231298,Chris,Ballard,47.670581422005775,-122.38221116149721,Entire home/apt,$195.00,1,113,2016-01-02,362
121,7843837,Charming Ballard Apartment,19001873,Kailee,Ballard,47.67210896416091,-122.38358854815434,Entire home/apt,$149.00,1,0,,183
122,3076065,Foodie Paradise near DT Seattle ,15655683,Michael,Ballard,47.671458070061,-122.3791744931495,Entire home/apt,$224.00,3,15,2015-09-21,365
123,6423204,Charming 1919 cottage in Ballard,33367198,Mark And Marti,Ballard,47.6715597705886,-122.38270398820173,Entire home/apt,$115.00,3,44,2015-12-27,54
124,8338849,Charming Old Ballard bungalow,43954674,Brian,Ballard,47.67283504028537,-122.38747162849462,Private room,$55.00,1,7,2015-09-30,249
125,6401209,Plum House - 4 bdrm Ballard luxury,28770702,Mercy,Ballard,47.673971287826824,-122.38938054168423,Entire home/apt,$338.00,3,13,2015-12-28,154
126,20928,Victorian in the Heart of Ballard,79450,Brad & Liz,Ballard,47.67360709682782,-122.39380285936103,Entire home/apt,$79.00,2,44,2015-12-23,334
127,3344977,Private room blocks to DT Ballard,16884006,Alex,Ballard,47.669398692211644,-122.38925404053214,Private room,$80.00,1,56,2015-10-25,166
128,7604621,Heart of Ballard private room,39884676,Will,Ballard,47.67217669776719,-122.39036168722622,Entire home/apt,$85.00,2,11,2015-12-23,89
129,3303978,Private 1BR apartment with kitchen,16687781,Andrea,Ballard,47.67349962278431,-122.38696357012668,Entire home/apt,$80.00,2,39,2015-12-28,150
130,7067082,Ballard Loft-crash pad,25171396,Heidi,,47.66934442551612,-122.38653914653787,Private room,$49.00,1,10,2015-09-28,344
131,3121829,Kid friendly townhouse near it all ,4152568,Barrie,Ballard,47.67192180151982,-122.38065681959446,Entire home/apt,$100.00,1,6,2015-12-30,240
132,2539881,Sunny Ballard Near Everthing,12503146,Alan,Ballard,47.66934543707652,-122.3969734650869,Entire home/apt,$79.00,1,4,2015-11-29,2
133,3678718,Odd Lodging in the Heart of Ballard,5776729,Ballard Odd Fellows,Ballard,47.66746397778186,-122.37825532356035,Entire home/apt,$75.00,2,79,2015-12-18,356
134,4694479,Cozy Room in Heart of Ballard,20069008,Kaiser,Ballard,47.671811973491344,-122.38898134331578,Private room,$57.00,2,50,2015-12-14,358
135,6646843,Sweet North Central Flat,34793330,Maya And Yoav,Ballard,47.67082046273361,-122.37051108183849,Entire home/apt,$99.00,2,28,2015-12-28,340
136,1364440,Ballard Mid-Century Apartment Room,256203,Shannon,Ballard,47.66373440372557,-122.36208010121663,Private room,$55.00,2,20,2015-09-26,365
137,1781873,Fremont View Apartment,2237228,Mimi,Ballard,47.66759680332012,-122.36470165349674,Entire home/apt,$96.00,2,57,2015-12-01,179
138,4138423, Sunny Ballard Digs,129014,Rob And Molly,Ballard,47.67053238312327,-122.3653184658712,Entire home/apt,$99.00,1,38,2015-12-20,352
139,5562674,Walk Ballard! Bright Basement 2Bdrm,28840161,Anna,Ballard,47.66676677493285,-122.36882353054042,Entire home/apt,$79.00,1,71,2015-12-13,162
140,1789341,Modern Classic~Convenient~Priv Home,3979528,Amelia & Foxy,Ballard,47.67235397537272,-122.36617489987724,Entire home/apt,$115.00,3,17,2015-11-28,174
141,4672934,Modern 3BR Freestanding Townhouse,19993125,Steven,Ballard,47.665836865867455,-122.3701323090277,Entire home/apt,$350.00,1,13,2016-01-02,352
142,4550099,Brand-New 3BR/3BA Home w/ Roof-View,15104715,Mike & Laura,Ballard,47.67433308471203,-122.37567798462509,Entire home/apt,$295.00,2,3,2015-05-26,0
143,1198799,A Friendly Place in Ballard,6428916,Javier & Yeon,Ballard,47.67269173801665,-122.37355860934434,Private room,$70.00,2,19,2016-01-01,337
144,5308429,Entire Private Floor:Bed&Bath Suite,7849723,Brian,Ballard,47.67529056125138,-122.3704740867495,Private room,$53.00,14,18,2016-01-02,168
145,2769088,Rooftop Olympic View 4m Sunny Loft ,5067360,Wendy,Ballard,47.66899339456252,-122.36286030212109,Entire home/apt,$110.00,2,12,2015-08-11,306
146,7603135,Ballard Bungalow,39549545,Alex,Phinney Ridge,47.66879474989718,-122.36161253562618,Entire home/apt,$225.00,1,4,2015-09-21,143
147,9374365,Gorgeous Townhome Private Room,6407320,Varun,Ballard,47.67388232209365,-122.37462627764069,Private room,$35.00,1,7,2015-12-30,326
148,6106498,Home sweet home-away-from home!,31684830,Yedida,Ballard,47.66578734385211,-122.36199230817007,Private room,$55.00,1,23,2015-10-12,247
149,9331449,Gorgeous Townhome Main Bdrm+Balcony,6407320,Varun,Ballard,47.67228262980747,-122.37316164543348,Private room,$45.00,1,2,2015-12-14,326
150,8799162,Ballard studio w kitchen & bath,46108145,Mary,Phinney Ridge,47.66835401382791,-122.36113882173048,Private room,$79.00,1,0,,89
151,4317390,Comfort in Ballard/Fremont for 8!,22414188,Grace,Ballard,47.66880846075268,-122.36626178965858,Entire home/apt,$133.00,2,39,2015-12-21,365
152,3884851,Large room in Ballard neighborhood ,19477023,Cindy,Ballard,47.66832396294996,-122.37182116588184,Private room,$65.00,2,64,2016-01-02,365
153,3155785,Artists' Retro Duplex in Ballard,9484588,Kim,Ballard,47.67237240356582,-122.36284167727257,Private room,$61.00,1,4,2015-09-07,125
154,9368517,La Petite Casa Grande in Fremont,48604323,Matt And Amy,Ballard,47.663882055531076,-122.36217494637009,Entire home/apt,$200.00,4,0,,30
155,5643240,Cozy 1BD in Storybook Ballard Home,12036205,Sara,Ballard,47.67092865309486,-122.36678178087116,Entire home/apt,$70.00,5,8,2015-12-04,93
156,5042014,BALLARD ART,18413215,Emiliya,Ballard,47.67261671354907,-122.37439272047213,Private room,$52.00,30,14,2015-10-26,308
157,7724630,Artist's Retro Duplex,26877490,Sarah,Ballard,47.67271727544414,-122.3614171313138,Private room,$50.00,1,1,2015-09-27,126
158,9449437,Gorgeous 4BR 2.5BA Townhome+Balcony,6407320,Varun,Ballard,47.672743361548726,-122.3731944887127,Entire home/apt,$275.00,1,0,,232
159,3053237,Ballard 1903 Modern Cottage,11580391,Shawn,Ballard,47.664549212873595,-122.36820885545076,Entire home/apt,$149.00,2,85,2015-12-02,363
160,8132347,Seattle charmer-new remodel-Ballard,3681393,Ryan,Ballard,47.66658567122086,-122.3656518297328,Entire home/apt,$199.00,1,0,,270
161,63733,Seattle- Ballard Guestsuite -  ,311363,Irmgard,Ballard,47.67171434029387,-122.36588759794857,Entire home/apt,$89.00,2,125,2015-12-30,164
162,2039149,Walkable Seattle 3-bedroom Home ,5325329,Blair,Ballard,47.66686785296194,-122.36403130868251,Entire home/apt,$225.00,1,121,2015-12-21,124
163,227636,Large Ballard/Fremont apartment,1187351,Michael,Ballard,47.66807053413411,-122.36208615998129,Entire home/apt,$120.00,2,131,2015-12-29,320
164,3689119,A Garden Guest House,1375021,Charlotte & Larry,Ballard,47.672123685466175,-122.36500937361328,Entire home/apt,$85.00,2,49,2016-01-02,365
165,1179538,Townhome Top Floor 2 Bedrms+Balcony,6407320,Varun,Ballard,47.67358404078293,-122.37381429203026,Private room,$80.00,1,2,2015-12-01,326
166,6823781,Private Apt. Fremont/Ballard,35742272,Lisa,Ballard,47.66337838362958,-122.36469149710264,Entire home/apt,$89.00,2,28,2015-11-29,324
167,2284536,Vintage Ballard Charm,129014,Rob And Molly,Ballard,47.66934138807211,-122.36626412798002,Entire home/apt,$99.00,2,111,2015-12-20,348
168,5143441,Seattle Charm,179626,Susan,,47.66493715631803,-122.36167965105034,Entire home/apt,$110.00,1,49,2015-12-18,345
169,5749958,Beautiful Phinney/Ballard Retreat,3751963,Alan & Katence,Ballard,47.66884466698575,-122.36837930645352,Entire home/apt,$180.00,3,28,2015-10-05,60
170,9116815,Cozy 2BD Apt in New Brewery Dist .,276239,Jacob And Katie,,47.66501670356925,-122.36470709008397,Entire home/apt,$150.00,2,0,,337
171,7731836,"Ballard One Bedroom, lots of light!",8739320,Reese,Ballard,47.668937521955044,-122.3733392272172,Entire home/apt,$70.00,1,3,2015-12-27,56
172,10262971,Private Floor - Modern Ballard Home,4933168,Jeff,Ballard,47.66597002223229,-122.36863925023113,Private room,$70.00,1,0,,365
173,1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,47.67431327427621,-122.3679688358834,Private room,$75.00,4,9,2014-12-02,365
174,8817038,Ballard Sunset View with Parking,3656709,Bryan & Mark,,47.66520903071561,-122.36245654108221,Entire home/apt,$85.00,2,12,2015-12-28,114
175,4449303,Private Floor in Modern Townhouse,19993125,Steven,Ballard,47.6644454546346,-122.37017098093241,Private room,$80.00,1,50,2015-12-23,85
176,8255615,Quiet Backyard Private Apartment,15178583,Jennifer,Ballard,47.6668216771774,-122.36293667267698,Entire home/apt,$90.00,3,3,2015-12-01,174
177,4053092, Private bed/bath in Ballard,9995182,India,Ballard,47.671222429825924,-122.3636868946413,Private room,$80.00,1,24,2015-10-06,342
